tipo,excluido,termo,coef,se,p,n,n_clusters
leave_one_UF,PR,estrato_metropolitano,0.2810036472300669,0.059053317234562384,1.9506246087529355e-06,1282,363
leave_one_UF,RJ,estrato_capital,0.30601136987742894,0.07170608980731437,1.9760621176267013e-05,1258,349
leave_one_UF,RJ,estrato_interior_proximo_polo,0.11875819755954135,0.04338301570664727,0.006192030338096377,1258,349
leave_one_UF,RJ,estrato_metropolitano,0.2775792684149361,0.05967979592821169,3.301002337188446e-06,1258,349
leave_one_UF,RN,estrato_capital,0.31881378152199996,0.07228824072798,1.0322122073038573e-05,1247,357
leave_one_UF,RN,estrato_interior_proximo_polo,0.12086412651871316,0.04390389281387254,0.00590654160162324,1247,357
leave_one_UF,RN,estrato_metropolitano,0.2738009012037999,0.05822337589373262,2.568768261666342e-06,1247,357
leave_one_UF,RO,estrato_capital,0.3015433432571811,0.07544540655658162,6.419321000222873e-05,1248,349
leave_one_UF,RO,estrato_interior_proximo_polo,0.11744351794506845,0.04562195630419554,0.01004500386027673,1248,349
leave_one_UF,RO,estrato_metropolitano,0.27466324879962123,0.06027066995721995,5.184926145371895e-06,1248,349
leave_one_UF,RR,estrato_capital,0.2987181555176249,0.07444518831658341,6.005570089845826e-05,1272,366
leave_one_UF,RR,estrato_interior_proximo_polo,0.12051897506837062,0.04311797928146415,0.005188399415955268,1272,366
leave_one_UF,RR,estrato_metropolitano,0.28305829072081523,0.05938182197778084,1.872215253938437e-06,1272,366
leave_one_UF,RS,estrato_capital,0.32841730032650807,0.07315169551936945,7.137788925938149e-06,1248,349
leave_one_UF,RS,estrato_interior_proximo_polo,0.116652041812084,0.044324885892459386,0.008494621266549797,1248,349
leave_one_UF,RS,estrato_metropolitano,0.27348089982149093,0.0610603192083516,7.5041124941222545e-06,1248,349
leave_one_UF,SC,estrato_capital,0.31823682895808764,0.07167431272863964,8.994208032729439e-06,1275,356
leave_one_UF,SC,estrato_interior_proximo_polo,0.12145183976113301,0.0431293346611334,0.004862695336139503,1275,356
leave_one_UF,SC,estrato_metropolitano,0.28371432607000585,0.05875341723699897,1.372899186534606e-06,1275,356
leave_one_UF,SE,estrato_capital,0.32665086618333766,0.07359422056816708,9.057130009596721e-06,1288,366
leave_one_UF,SE,estrato_interior_proximo_polo,0.11973991190989282,0.04319066843879385,0.005565212384706612,1288,366
leave_one_UF,SE,estrato_metropolitano,0.28064639157752436,0.05894798508889931,1.927164773526737e-06,1288,366
leave_one_UF,SP,estrato_capital,0.32231683348647094,0.07194353813727715,7.459550134208847e-06,1227,346
leave_one_UF,SP,estrato_interior_proximo_polo,0.12043530604788963,0.044550624107515424,0.006864731412480728,1227,346
leave_one_UF,SP,estrato_metropolitano,0.2755461644055558,0.06176527374817642,8.150860133636748e-06,1227,346
leave_one_UF,TO,estrato_capital,0.32910511243306373,0.07300507512115582,6.544903678090305e-06,1273,362
leave_one_UF,TO,estrato_interior_proximo_polo,0.11995210382314636,0.043150331371199134,0.005438147017457271,1273,362
leave_one_UF,TO,estrato_metropolitano,0.2813278467334436,0.05950608629348856,2.270600210565479e-06,1273,362
leave_one_curso,1,estrato_capital,0.3620274235486141,0.07509813829062659,1.4303789454984637e-06,1148,323
leave_one_curso,1,estrato_interior_proximo_polo,0.15624529344893126,0.04901633460390339,0.0014345049001281652,1148,323
leave_one_curso,1,estrato_metropolitano,0.31043555941686063,0.06540656836831771,2.072282912337087e-06,1148,323
leave_one_curso,2,estrato_capital,0.3115509214263182,0.07237863621472666,1.6739377245884237e-05,1231,363
leave_one_curso,2,estrato_interior_proximo_polo,0.10317029448089411,0.044722082918804924,0.021059246744786105,1231,363
leave_one_curso,2,estrato_metropolitano,0.26762773942509555,0.06220524267423979,1.6900817557070668e-05,1231,363
leave_one_curso,3,estrato_capital,0.30983756936695833,0.07446128007709611,3.16779143531602e-05,1269,368
leave_one_curso,3,estrato_interior_proximo_polo,0.11990094089403253,0.04321220337174667,0.005525249140222172,1269,368
leave_one_curso,3,estrato_metropolitano,0.2772117014164584,0.059679438122247914,3.400568210945739e-06,1269,368
leave_one_curso,4,estrato_capital,0.3167298368717856,0.07287463256952924,1.3849801613869002e-05,1253,368
leave_one_curso,4,estrato_interior_proximo_polo,0.11828753489574378,0.042911741987755846,0.005841812553677645,1253,368
leave_one_curso,4,estrato_metropolitano,0.27307043560309024,0.0593883937943139,4.264763588948358e-06,1253,368
leave_one_curso,5,estrato_capital,0.3409126380701043,0.07112722887312083,1.6430758205497203e-06,1245,366
leave_one_curso,5,estrato_interior_proximo_polo,0.12203128196372534,0.043275187573411256,0.0048040068425979476,1245,366
leave_one_curso,5,estrato_metropolitano,0.27497713592862266,0.059745797544550804,4.175468018362183e-06,1245,366
leave_one_curso,6,estrato_capital,0.30902830732416336,0.07108957380205075,1.3799514419788704e-05,1254,367
leave_one_curso,6,estrato_interior_proximo_polo,0.1163903727511857,0.0431593542736176,0.007001794503475261,1254,367
leave_one_curso,6,estrato_metropolitano,0.27039401467567215,0.059847478979390516,6.241119541313602e-06,1254,367
leave_one_curso,7,estrato_capital,0.3207163715333272,0.08015413866353374,6.300999188462929e-05,1131,358
leave_one_curso,7,estrato_interior_proximo_polo,0.12296513927337493,0.04528888494837227,0.006625007220573249,1131,358
leave_one_curso,7,estrato_metropolitano,0.2614091406718216,0.05887207825853047,8.983744722855443e-06,1131,358
leave_one_curso,8,estrato_capital,0.3024641219886164,0.07033427151750604,1.7050518088339822e-05,1203,360
leave_one_curso,8,estrato_interior_proximo_polo,0.08963548525123585,0.042410125920238816,0.034554599902073053,1203,360
leave_one_curso,8,estrato_metropolitano,0.2549443056096732,0.058848948294929815,1.476393738515602e-05,1203,360
leave_one_curso,9,estrato_capital,0.3266471231414274,0.07489898928033861,1.2936960523763765e-05,1209,356
leave_one_curso,9,estrato_interior_proximo_polo,0.1399685136310388,0.04574113929880587,0.0022132685534546853,1209,356
leave_one_curso,9,estrato_metropolitano,0.29170316528651496,0.058415514055351725,5.926694548717683e-07,1209,356
leave_one_curso,10,estrato_capital,0.32937483605104934,0.07396034777515366,8.45220233968134e-06,1164,368
leave_one_curso,10,estrato_interior_proximo_polo,0.12974678045111487,0.04320140907933982,0.002670692551694727,1164,368
leave_one_curso,10,estrato_metropolitano,0.29234014965825084,0.058498007809256514,5.809709887031e-07,1164,368
leave_one_curso,11,estrato_capital,0.35524449503135297,0.08108254180088055,1.1798963690312169e-05,1107,345
leave_one_curso,11,estrato_interior_proximo_polo,0.12720657933632434,0.04696613972948486,0.006759336035530443,1107,345
leave_one_curso,11,estrato_metropolitano,0.27447262428437497,0.06203731184485068,9.67486611141161e-06,1107,345
leave_one_curso,12,estrato_capital,0.3501162678965609,0.07192789825101505,1.1296143463997044e-06,1252,364
leave_one_curso,12,estrato_interior_proximo_polo,0.11141200081432479,0.04301407721911156,0.009594002442414682,1252,364
leave_one_curso,12,estrato_metropolitano,0.28243392426528635,0.058622934783962535,1.4514542347781897e-06,1252,364
leave_one_curso,13,estrato_capital,0.3387282120368996,0.07033477173229148,1.4650675620023865e-06,1273,367
leave_one_curso,13,estrato_interior_proximo_polo,0.11544337081185013,0.04320787302872063,0.007544260486864264,1273,367
leave_one_curso,13,estrato_metropolitano,0.2743588064658091,0.058576752580454285,2.8167490072149995e-06,1273,367
leave_one_curso,14,estrato_capital,0.35428887118714386,0.07832390142285905,6.085945630770259e-06,1187,355
leave_one_curso,14,estrato_interior_proximo_polo,0.11206902604406581,0.04739401394690765,0.01804838097481227,1187,355
leave_one_curso,14,estrato_metropolitano,0.28762073664398086,0.060939870121562316,2.3613877584478075e-06,1187,355
leave_one_curso,15,estrato_capital,0.31941277277588376,0.07057910670097481,6.02245264925692e-06,1244,367
leave_one_curso,15,estrato_interior_proximo_polo,0.12381408442056344,0.04118113038487774,0.0026421040192311993,1244,367
leave_one_curso,15,estrato_metropolitano,0.28823768901585434,0.056958844747264405,4.182564618134647e-07,1244,367
leave_one_curso,16,estrato_capital,0.27328782804938057,0.07958473853911814,0.0005949141610929192,1255,355
leave_one_curso,16,estrato_interior_proximo_polo,0.12106882640399945,0.043354527457115245,0.0052297588634107346,1255,355
leave_one_curso,16,estrato_metropolitano,0.2857122281285906,0.06010594987766124,1.9994822491299297e-06,1255,355
