cnes,media_pre,ultimo_pre,desvio_pre,prop_zero_pre,media_070102_generico_pre,tendencia_pre,ibge,cod_curso,modulo,cbo,papel,bracos_cnes_curso,braco_cnes,tratado,elegivel,n_cnes_propostos,n_vagas_imediatas,n_propostas_nao_priorizadas,cointervencao_cirurgica_muni,uf,regiao,co_ibge_6d,ivs_2010,populacao_2010,macro_regiao_saude,log_pop_2010,propensao_pre,peso_sobreposicao,suporte_comum,limite_inferior_suporte,limite_superior_suporte,nivel,braco_municipal
2040069,37.84615384615385,66,19.521664493976548,0.0,0.0,2.367179487179488,351880,1,anestesiologia,225151,principal,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,SP,SUDESTE,351880,0.365,274930.0,SUDESTE,12.524275436074847,0.22788178854882654,0.22788178854882654,True,0.029054815478377627,0.7502884717312561,cnes_ofertante,
2040573,27.807692307692307,36,5.314276852172688,0.0,0.0,0.6711111111111111,352050,1,anestesiologia,225151,principal,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,2,True,SP,SUDESTE,352050,0.177,28576.0,SUDESTE,10.260357477464831,0.22990239396505904,0.22990239396505904,True,0.029054815478377627,0.7502884717312561,cnes_ofertante,
2058308,6.038461538461538,7,1.4554935721127518,0.0,0.0,0.1528205128205128,353340,1,anestesiologia,225151,principal,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,1,False,SP,SUDESTE,353340,0.304,6917.0,,8.841881989497114,0.08448220412972564,0.08448220412972564,True,0.029054815478377627,0.7502884717312561,cnes_ofertante,
2078139,2.0,2,0.0,0.0,0.0,7.21925230105826e-18,354150,1,anestesiologia,225151,principal,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,SP,SUDESTE,354150,0.22,6567.0,,8.789964651132264,0.12108525385554177,0.12108525385554177,True,0.029054815478377627,0.7502884717312561,cnes_ofertante,
2078414,1.0,1,0.0,0.0,0.0,3.60962615052913e-18,351740,1,anestesiologia,225151,principal,imediata_pura,imediata_pura,1,True,1,1,0,True,SP,SUDESTE,351740,0.321,5930.0,SUDESTE,8.687948111838727,0.07375638939938738,0.9262436106006127,True,0.029054815478377627,0.7502884717312561,cnes_ofertante,
2078538,3.4615384615384617,4,0.508391127441794,0.0,0.0,-0.019145299145299152,352400,1,anestesiologia,225151,principal,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,SP,SUDESTE,352400,0.176,6355.0,SUDESTE,8.757154527656606,0.14758282579876567,0.14758282579876567,True,0.029054815478377627,0.7502884717312561,cnes_ofertante,
2079836,16.0,18,0.8485281374238572,0.0,0.038461538461538464,0.09094017094017076,352270,1,anestesiologia,225151,principal,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,SP,SUDESTE,352270,0.343,3585.0,SUDESTE,8.184792654165078,0.059005849103229015,0.059005849103229015,True,0.029054815478377627,0.7502884717312561,cnes_ofertante,
2080028,10.5,8,1.8814887722226783,0.0,0.0,-0.17264957264957254,351380,1,anestesiologia,225151,principal,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,SP,SUDESTE,351380,0.341,97351.0,,11.486088555016636,0.14404552148233,0.14404552148233,True,0.029054815478377627,0.7502884717312561,cnes_ofertante,
2080427,21.23076923076923,22,4.429967876250955,0.0,0.0,0.44717948717948747,351880,1,anestesiologia,225151,principal,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,SP,SUDESTE,351880,0.365,274930.0,SUDESTE,12.524275436074847,0.17207779341449625,0.17207779341449625,True,0.029054815478377627,0.7502884717312561,cnes_ofertante,
2080478,3.0,3,0.0,0.0,0.0,1.2578779118995098e-17,353700,1,anestesiologia,225151,principal,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,SP,SUDESTE,353700,0.289,2178.0,,7.68662133494462,0.06461572374134693,0.06461572374134693,True,0.029054815478377627,0.7502884717312561,cnes_ofertante,
2081253,6.961538461538462,12,1.6119744223968127,0.0,0.0,0.15965811965811963,350330,1,anestesiologia,225151,principal,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,SP,SUDESTE,350330,0.281,14681.0,,9.594377532670727,0.12147514776167463,0.12147514776167463,True,0.029054815478377627,0.7502884717312561,cnes_ofertante,
